2026-09-07 11:11:31 | INFO     | src.utils.docker_utils | Kaggle dataset not found -> generating synthetic demo dataset.
2026-09-07 11:31:32 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 11:33:50 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 11:34:06 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 11:34:56 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 11:35:02 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 11:35:03 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 11:35:46 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 11:35:48 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 11:35:48 | INFO     | src.utils.helpers | clean_raw finished in 0.00s
2026-09-07 11:35:48 | INFO     | src.utils.helpers | engineer_features finished in 0.01s
2026-09-07 11:35:48 | INFO     | src.data.preprocessor | Feature matrix built: 1 rows x 26 features
2026-09-07 11:35:48 | INFO     | src.utils.helpers | build_features finished in 0.03s
2026-09-07 11:35:53 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 11:35:53 | INFO     | src.utils.helpers | clean_raw finished in 0.00s
2026-09-07 11:35:53 | INFO     | src.utils.helpers | engineer_features finished in 0.01s
2026-09-07 11:35:53 | INFO     | src.data.preprocessor | Feature matrix built: 1 rows x 26 features
2026-09-07 11:35:53 | INFO     | src.utils.helpers | build_features finished in 0.02s
2026-09-07 12:23:04 | INFO     | src.data.loader | Loaded applications table: 307,511 rows x 122 cols
2026-09-07 12:23:04 | INFO     | src.utils.helpers | load_applications finished in 3.11s
2026-09-07 12:23:32 | INFO     | src.data.loader | Joined external bureau.csv aggregates.
2026-09-07 12:23:32 | INFO     | src.utils.helpers | load_full_dataset finished in 31.00s
2026-09-07 12:23:32 | INFO     | src.utils.helpers | clean_raw finished in 0.29s
2026-09-07 12:23:33 | INFO     | src.utils.helpers | engineer_features finished in 0.52s
2026-09-07 12:23:35 | INFO     | src.data.preprocessor | Feature matrix built: 307,511 rows x 34 features
2026-09-07 12:23:35 | INFO     | src.utils.helpers | build_features finished in 3.08s
2026-09-07 12:23:35 | INFO     | __main__ | Class balance -> negatives: 282686, positives: 24825, scale_pos_weight=11.39
2026-09-07 12:23:48 | INFO     | __main__ | Fold 1/5 -> ROC-AUC=0.7646 PR-AUC=0.2503
2026-09-07 12:23:59 | INFO     | __main__ | Fold 2/5 -> ROC-AUC=0.7718 PR-AUC=0.2585
2026-09-07 12:24:10 | INFO     | __main__ | Fold 3/5 -> ROC-AUC=0.7645 PR-AUC=0.2473
2026-09-07 12:24:22 | INFO     | __main__ | Fold 4/5 -> ROC-AUC=0.7700 PR-AUC=0.2613
2026-09-07 12:24:36 | INFO     | __main__ | Fold 5/5 -> ROC-AUC=0.7635 PR-AUC=0.2463
2026-09-07 12:24:36 | INFO     | __main__ | Overall OOF -> ROC-AUC=0.7668 PR-AUC=0.2524
2026-09-07 12:25:13 | INFO     | src.utils.helpers | clean_raw finished in 0.31s
2026-09-07 12:25:14 | INFO     | src.utils.helpers | engineer_features finished in 0.93s
2026-09-07 12:25:34 | INFO     | src.data.loader | Materialised 'applications' (307,511 rows) into C:\Users\Dell\Downloads\credit_risk_platform\credit_risk_platform\data\credit_risk.db
2026-09-07 12:25:34 | INFO     | __main__ | Training complete. Artifacts saved to /models
2026-09-07 12:25:35 | INFO     | src.utils.helpers | train finished in 153.54s
2026-09-07 12:26:00 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:26:04 | INFO     | src.data.loader | Loaded applications table: 307,511 rows x 122 cols
2026-09-07 12:26:04 | INFO     | src.utils.helpers | load_applications finished in 3.25s
2026-09-07 12:26:31 | INFO     | src.data.loader | Joined external bureau.csv aggregates.
2026-09-07 12:26:31 | INFO     | src.utils.helpers | load_full_dataset finished in 30.77s
2026-09-07 12:27:29 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:27:53 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:33:05 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:33:08 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:33:14 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:33:18 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:33:18 | INFO     | src.utils.helpers | clean_raw finished in 0.00s
2026-09-07 12:33:18 | INFO     | src.utils.helpers | engineer_features finished in 0.01s
2026-09-07 12:35:30 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:35:34 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:35:38 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:35:44 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:35:47 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:35:47 | INFO     | src.utils.helpers | clean_raw finished in 0.00s
2026-09-07 12:35:47 | INFO     | src.utils.helpers | engineer_features finished in 0.01s
2026-09-07 12:35:55 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:35:58 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:36:00 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:36:00 | INFO     | src.utils.helpers | clean_raw finished in 0.00s
2026-09-07 12:36:00 | INFO     | src.utils.helpers | engineer_features finished in 0.01s
2026-09-07 12:37:20 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:37:23 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:37:26 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:37:30 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:37:30 | INFO     | src.utils.helpers | clean_raw finished in 0.00s
2026-09-07 12:37:30 | INFO     | src.utils.helpers | engineer_features finished in 0.01s
2026-09-07 12:39:57 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:40:00 | INFO     | src.data.loader | Loaded applications table: 307,511 rows x 122 cols
2026-09-07 12:40:00 | INFO     | src.utils.helpers | load_applications finished in 3.28s
2026-09-07 12:40:30 | INFO     | src.data.loader | Joined external bureau.csv aggregates.
2026-09-07 12:40:30 | INFO     | src.utils.helpers | load_full_dataset finished in 32.97s
2026-09-07 12:40:33 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:40:37 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:40:39 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:40:39 | INFO     | src.utils.helpers | clean_raw finished in 0.00s
2026-09-07 12:40:39 | INFO     | src.utils.helpers | engineer_features finished in 0.01s
2026-09-07 12:40:39 | INFO     | src.data.preprocessor | Feature matrix built: 1 rows x 34 features
2026-09-07 12:40:39 | INFO     | src.utils.helpers | build_features finished in 0.02s
2026-09-07 12:40:47 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:40:47 | INFO     | src.utils.helpers | clean_raw finished in 0.00s
2026-09-07 12:40:47 | INFO     | src.utils.helpers | engineer_features finished in 0.01s
2026-09-07 12:40:47 | INFO     | src.data.preprocessor | Feature matrix built: 1 rows x 34 features
2026-09-07 12:40:47 | INFO     | src.utils.helpers | build_features finished in 0.02s
2026-09-07 12:40:58 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:41:05 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 12:41:14 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 13:14:59 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 13:15:09 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 13:17:49 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 13:19:30 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 14:01:52 | INFO     | src.data.loader | Loaded applications table: 307,511 rows x 122 cols
2026-09-07 14:01:52 | INFO     | src.utils.helpers | load_applications finished in 2.53s
2026-09-07 14:02:15 | INFO     | src.data.loader | Joined external bureau.csv aggregates.
2026-09-07 14:02:15 | INFO     | src.utils.helpers | load_full_dataset finished in 25.74s
2026-09-07 14:02:16 | INFO     | src.utils.helpers | clean_raw finished in 0.22s
2026-09-07 14:02:16 | INFO     | src.utils.helpers | engineer_features finished in 0.56s
2026-09-07 14:02:19 | INFO     | src.data.preprocessor | Feature matrix built: 307,511 rows x 34 features
2026-09-07 14:02:19 | INFO     | src.utils.helpers | build_features finished in 3.23s
2026-09-07 14:02:19 | INFO     | __main__ | Class balance -> negatives: 282686, positives: 24825, scale_pos_weight=11.39
2026-09-07 14:02:33 | INFO     | __main__ | Fold 1/5 -> ROC-AUC=0.7646 PR-AUC=0.2503
2026-09-07 14:02:44 | INFO     | __main__ | Fold 2/5 -> ROC-AUC=0.7718 PR-AUC=0.2585
2026-09-07 14:02:56 | INFO     | __main__ | Fold 3/5 -> ROC-AUC=0.7645 PR-AUC=0.2473
2026-09-07 14:03:15 | INFO     | __main__ | Fold 4/5 -> ROC-AUC=0.7700 PR-AUC=0.2613
2026-09-07 14:03:33 | INFO     | __main__ | Fold 5/5 -> ROC-AUC=0.7635 PR-AUC=0.2463
2026-09-07 14:03:34 | INFO     | __main__ | Overall OOF -> ROC-AUC=0.7668 PR-AUC=0.2524
2026-09-07 14:04:17 | INFO     | src.utils.helpers | clean_raw finished in 0.56s
2026-09-07 14:04:19 | INFO     | src.utils.helpers | engineer_features finished in 1.41s
2026-09-07 14:04:53 | INFO     | src.data.loader | Materialised 'applications' (307,511 rows) into C:\Users\Dell\Downloads\credit_risk_platform\credit_risk_platform\data\credit_risk.db
2026-09-07 14:04:53 | INFO     | __main__ | Training complete. Artifacts saved to /models
2026-09-07 14:04:53 | INFO     | src.utils.helpers | train finished in 183.60s
2026-09-07 14:05:25 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 14:05:34 | INFO     | src.data.loader | Loaded applications table: 307,511 rows x 122 cols
2026-09-07 14:05:34 | INFO     | src.utils.helpers | load_applications finished in 8.83s
2026-09-07 14:06:43 | INFO     | src.data.loader | Joined external bureau.csv aggregates.
2026-09-07 14:06:44 | INFO     | src.utils.helpers | load_full_dataset finished in 78.71s
2026-09-07 14:06:53 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 14:07:09 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 14:07:13 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 14:07:14 | INFO     | src.utils.helpers | clean_raw finished in 0.00s
2026-09-07 14:07:14 | INFO     | src.utils.helpers | engineer_features finished in 0.02s
2026-09-07 14:07:14 | INFO     | src.data.preprocessor | Feature matrix built: 1 rows x 34 features
2026-09-07 14:07:14 | INFO     | src.utils.helpers | build_features finished in 0.05s
2026-09-07 14:07:23 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 14:07:23 | INFO     | src.utils.helpers | clean_raw finished in 0.00s
2026-09-07 14:07:23 | INFO     | src.utils.helpers | engineer_features finished in 0.01s
2026-09-07 14:07:23 | INFO     | src.data.preprocessor | Feature matrix built: 1 rows x 34 features
2026-09-07 14:07:23 | INFO     | src.utils.helpers | build_features finished in 0.03s
2026-09-07 14:07:33 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 14:07:36 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 14:07:42 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 15:36:31 | INFO     | src.data.loader | Loaded applications table: 307,511 rows x 122 cols
2026-09-07 15:36:31 | INFO     | src.utils.helpers | load_applications finished in 8.71s
2026-09-07 15:37:35 | INFO     | src.data.loader | Joined external bureau.csv aggregates.
2026-09-07 15:37:36 | INFO     | src.utils.helpers | load_full_dataset finished in 73.90s
2026-09-07 15:37:37 | INFO     | src.utils.helpers | clean_raw finished in 0.52s
2026-09-07 15:37:38 | INFO     | src.utils.helpers | engineer_features finished in 1.62s
2026-09-07 15:37:44 | INFO     | src.data.preprocessor | Feature matrix built: 307,511 rows x 34 features
2026-09-07 15:37:44 | INFO     | src.utils.helpers | build_features finished in 7.76s
2026-09-07 15:37:44 | INFO     | __main__ | Class balance -> negatives: 282686, positives: 24825, scale_pos_weight=11.39
2026-09-07 15:38:10 | INFO     | __main__ | Fold 1/5 -> ROC-AUC=0.7646 PR-AUC=0.2503
2026-09-07 15:38:29 | INFO     | __main__ | Fold 2/5 -> ROC-AUC=0.7718 PR-AUC=0.2585
2026-09-07 15:38:48 | INFO     | __main__ | Fold 3/5 -> ROC-AUC=0.7645 PR-AUC=0.2473
2026-09-07 15:39:06 | INFO     | __main__ | Fold 4/5 -> ROC-AUC=0.7700 PR-AUC=0.2613
2026-09-07 15:39:25 | INFO     | __main__ | Fold 5/5 -> ROC-AUC=0.7635 PR-AUC=0.2463
2026-09-07 15:39:27 | INFO     | __main__ | Overall OOF -> ROC-AUC=0.7668 PR-AUC=0.2524
2026-09-07 15:40:23 | INFO     | src.utils.helpers | clean_raw finished in 3.04s
2026-09-07 15:40:24 | INFO     | src.utils.helpers | engineer_features finished in 1.45s
2026-09-07 15:40:59 | INFO     | src.data.loader | Materialised 'applications' (307,511 rows) into D:\Christ\neostat\credit_risk_platform\credit_risk_platform\data\credit_risk.db
2026-09-07 15:40:59 | INFO     | __main__ | Training complete. Artifacts saved to /models
2026-09-07 15:40:59 | INFO     | src.utils.helpers | train finished in 277.37s
2026-09-07 15:42:19 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 15:42:23 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 15:42:33 | INFO     | src.data.loader | Loaded applications table: 307,511 rows x 122 cols
2026-09-07 15:42:33 | INFO     | src.utils.helpers | load_applications finished in 14.81s
2026-09-07 15:45:08 | INFO     | src.data.loader | Joined external bureau.csv aggregates.
2026-09-07 15:45:08 | INFO     | src.utils.helpers | load_full_dataset finished in 169.59s
2026-09-07 16:33:06 | INFO     | src.data.loader | Loaded applications table: 307,511 rows x 122 cols
2026-09-07 16:33:06 | INFO     | src.utils.helpers | load_applications finished in 8.27s
2026-09-07 16:34:53 | INFO     | src.data.loader | Joined external bureau.csv aggregates.
2026-09-07 16:34:55 | INFO     | src.utils.helpers | load_full_dataset finished in 117.59s
2026-09-07 16:34:56 | INFO     | src.utils.helpers | clean_raw finished in 1.33s
2026-09-07 16:34:59 | INFO     | src.utils.helpers | engineer_features finished in 2.17s
2026-09-07 16:35:05 | INFO     | src.data.preprocessor | Feature matrix built: 307,511 rows x 34 features
2026-09-07 16:35:05 | INFO     | src.utils.helpers | build_features finished in 9.92s
2026-09-07 16:35:05 | INFO     | __main__ | Class balance -> negatives: 282686, positives: 24825, scale_pos_weight=11.39
2026-09-07 16:35:33 | INFO     | __main__ | Fold 1/5 -> ROC-AUC=0.7646 PR-AUC=0.2503
2026-09-07 16:35:59 | INFO     | __main__ | Fold 2/5 -> ROC-AUC=0.7718 PR-AUC=0.2585
2026-09-07 16:36:18 | INFO     | __main__ | Fold 3/5 -> ROC-AUC=0.7645 PR-AUC=0.2473
2026-09-07 16:36:36 | INFO     | __main__ | Fold 4/5 -> ROC-AUC=0.7700 PR-AUC=0.2613
2026-09-07 16:37:03 | INFO     | __main__ | Fold 5/5 -> ROC-AUC=0.7635 PR-AUC=0.2463
2026-09-07 16:37:03 | INFO     | __main__ | Overall OOF -> ROC-AUC=0.7668 PR-AUC=0.2524
2026-09-07 16:38:22 | INFO     | src.utils.helpers | clean_raw finished in 1.46s
2026-09-07 16:38:25 | INFO     | src.utils.helpers | engineer_features finished in 2.46s
2026-09-07 16:39:47 | INFO     | src.data.loader | Materialised 'applications' (307,511 rows) into D:\Christ\neostat\credit_risk_platform\credit_risk_platform\data\credit_risk.db
2026-09-07 16:39:47 | INFO     | __main__ | Training complete. Artifacts saved to /models
2026-09-07 16:39:48 | INFO     | src.utils.helpers | train finished in 410.08s
2026-09-07 20:23:43 | INFO     | src.data.loader | Loaded applications table: 25,000 rows x 22 cols
2026-09-07 20:23:43 | INFO     | src.utils.helpers | load_applications finished in 0.52s
2026-09-07 20:23:43 | INFO     | src.utils.helpers | load_full_dataset finished in 0.52s
2026-09-07 20:24:45 | INFO     | src.utils.docker_utils | Real Home Credit dataset detected.
2026-09-07 20:24:45 | INFO     | src.data.loader | Loaded applications table: 25,000 rows x 22 cols
2026-09-07 20:24:45 | INFO     | src.utils.helpers | load_applications finished in 0.25s
2026-09-07 20:24:45 | INFO     | src.utils.helpers | load_full_dataset finished in 0.25s
